"","Assembly.Accession","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Organism.Name","Assembly.Submission.Date","file"
"270","GCA_019097595.1","Chromosome",21700000,26010843,"Hemibagrus wyckioides","2021-07-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019097595.1/GCA_019097595.1_SWU_Hwy_1.0_genomic.fna"
"508","GCA_019097615.1","Scaffold",14069,28018175,"Morone chrysops","2021-07-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019097615.1/GCA_019097615.1_DOM_MoChry_2.0_genomic.fna"
"87","GCA_019142605.1","Scaffold",2482587,43987100,"Cephalopholis sonnerati","2021-07-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019142605.1/GCA_019142605.1_JJU_Cson_1.0_genomic.fna"
"88","GCA_019155185.1","Chromosome",5533578,17950327,"Beaufortia kweichowensis","2021-07-07","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019155185.1/GCA_019155185.1_ASM1915518v1_genomic.fna"
"509","GCA_019176425.1","Chromosome",17756893,39402000,"Megalops atlanticus","2021-07-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019176425.1/GCA_019176425.1_MATL_1.0_genomic.fna"
"89","GCA_019207145.1","Contig",10154,NA,"Cirrhinus cirrhosus","2021-07-13","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019207145.1/GCA_019207145.1_ASM1920714v1_genomic.fna"
"677","GCA_019453435.1","Chromosome",1569660,41510926,"Rhinogobius similis","2021-08-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019453435.1/GCA_019453435.1_ASM1945343v1_genomic.fna"
"678","GCA_019594935.1","Scaffold",576039,32909307,"Periophthalmus modestus","2021-08-13","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019594935.1/GCA_019594935.1_ASM1959493v1_genomic.fna"
"271","GCA_019740295.1","Scaffold",10116,13436,"Labeo calbasu","2021-08-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019740295.1/GCA_019740295.1_ASM1974029v1_genomic.fna"
"868","GCA_019775895.2","Scaffold",9869,24732256,"Stomatorhinus ivindoensis","2022-09-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019775895.2/GCA_019775895.2_ASM1977589v2_genomic.fna"
"679","GCA_019775915.2","Scaffold",11271,25590949,"Pollimyrus plagiostoma","2022-11-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019775915.2/GCA_019775915.2_ASM1977591v2_genomic.fna"
"680","GCA_019775955.1","Scaffold",1904,1850,"Pollimyrus isidori","2021-08-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019775955.1/GCA_019775955.1_ASM1977595v1_genomic.fna"
"869","GCA_019776025.1","Scaffold",66195,12187484,"Synchiropus splendidus","2021-08-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019776025.1/GCA_019776025.1_fSynSpl_1.0_genomic.fna"
"90","GCA_019788955.1","Scaffold",3575230,7972964,"Albula glossodonta","2021-08-27","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019788955.1/GCA_019788955.1_BYU_Aglo_1.0_genomic.fna"
"91","GCA_019802435.1","Scaffold",43875,1083835,"Corydoras maculifer","2021-08-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019802435.1/GCA_019802435.1_ASM1980243v1_genomic.fna"
"92","GCA_019802505.1","Contig",1559451,NA,"Corydoras sp. C115","2021-08-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019802505.1/GCA_019802505.1_Lin1PacBio.ctg.fa.r3p3_pilon_3_oneline.fasta_genomic.fna"
"681","GCA_019802545.1","Chromosome",12818866,30975377,"Phyllopteryx taeniolatus","2021-09-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019802545.1/GCA_019802545.1_ASM1980254v1_genomic.fna"
"870","GCA_019802595.1","Chromosome",18018000,31867959,"Syngnathoides biaculeatus","2021-09-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019802595.1/GCA_019802595.1_ASM1980259v1_genomic.fna"
"272","GCA_019925145.1","Chromosome",23572016,33747976,"Hypophthalmichthys nobilis","2021-09-14","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019925145.1/GCA_019925145.1_ASM1992514v1_genomic.fna"
"682","GCA_019972215.1","Scaffold",113526,4315844,"Plecoglossus altivelis","2021-07-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019972215.1/GCA_019972215.1_Pal_1.0_genomic.fna"
"273","GCA_019973915.1","Scaffold",84203,29176745,"Euthynnus affinis","2021-09-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_019973915.1/GCA_019973915.1_EUTAFF_01_genomic.fna"
"510","GCA_020091685.1","Chromosome",2781023,40645435,"Lutjanus erythropterus","2021-09-23","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020091685.1/GCA_020091685.1_ASM2009168v1_genomic.fna"
"93","GCA_020368025.1","Scaffold",5180106,5414873,"Brachyhypopomus occidentalis","2021-10-07","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020368025.1/GCA_020368025.1_ASM2036802v1_genomic.fna"
"871","GCA_020466265.1","Chromosome",2340513,51162488,"Siphamia tubifer","2021-10-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020466265.1/GCA_020466265.1_ASM2046626v1_genomic.fna"
"94","GCA_020496755.1","Chromosome",21727292,28367461,"Channa maculata","2021-10-14","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020496755.1/GCA_020496755.1_ASM2049675v1_genomic.fna"
"683","GCA_020510985.1","Chromosome",5867598,435632707,"Pholidichthys leucotaenia","2021-10-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020510985.1/GCA_020510985.1_fPhoLeu1.pri_genomic.fna"
"95","GCA_020698575.1","Chromosome",28280916,39188678,"Bostrychus sinensis","2021-11-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020698575.1/GCA_020698575.1_ASM2069857v1_genomic.fna"
"872","GCA_020745685.1","Chromosome",7919333,31691308,"Tautogolabrus adspersus","2021-11-05","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_020745685.1/GCA_020745685.1_fTauAds1.pri.cur_genomic.fna"
"873","GCA_021018895.1","Chromosome",17994190,28520646,"Seriola aureovittata","2021-12-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021018895.1/GCA_021018895.1_ASM2101889v1_genomic.fna"
"684","GCA_021039105.1","Scaffold",3315783,4190967,"Scomber colias","2021-12-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021039105.1/GCA_021039105.1_S.colias_p1.0_genomic.fna"
"96","GCA_021346845.1","Chromosome",5710868,18096870,"Apeltes quadracus","2022-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021346845.1/GCA_021346845.1_UniBe_ApeQuad_1.0_genomic.fna"
"874","GCA_021397915.2","Scaffold",35833,44264,"Tor tambroides","2022-04-27","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021397915.2/GCA_021397915.2_ASM2139791v2_genomic.fna"
"97","GCA_021432705.1","Scaffold",7719230,46304415,"Caranx ignobilis","2022-01-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021432705.1/GCA_021432705.1_BYU_Cign_1.0_genomic.fna"
"685","GCA_021464565.1","Scaffold",12790461,42584803,"Rutilus rutilus","2022-01-14","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021464565.1/GCA_021464565.1_fRutRut3.pri.20211004_genomic.fna"
"686","GCA_021464625.1","Chromosome",7924916,39007679,"Proterorhinus semilunaris","2022-01-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021464625.1/GCA_021464625.1_fProSem1.pri.20201207_genomic.fna"
"274","GCA_021464655.1","Chromosome",3305918,55293470,"Gobio gobio","2022-01-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021464655.1/GCA_021464655.1_fGobGob41.pri.20210311_genomic.fna"
"511","GCA_021554675.1","Chromosome",6028738,42071081,"Leuciscus idus","2022-01-23","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021554675.1/GCA_021554675.1_fLeuIdu1.pri.20210917_genomic.fna"
"875","GCA_021601225.1","Scaffold",4079918,13192983,"Thunnus orientalis","2021-12-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021601225.1/GCA_021601225.1_Tori_3.0_genomic.fna"
"512","GCA_021613375.1","Chromosome",5013076,45034219,"Megaleporinus macrocephalus","2022-01-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_021613375.1/GCA_021613375.1_ASM2161337v1_genomic.fna"
"275","GCA_022059245.1","Chromosome",3708147,61105648,"Lampris incognitus","2022-02-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022059245.1/GCA_022059245.1_ASM2205924v1_genomic.fna"
"276","GCA_022114975.2","Contig",2460786,NA,"Lampris megalopsis","2022-11-16","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022114975.2/GCA_022114975.2_ASM2211497v2_genomic.fna"
"513","GCA_022414735.1","Scaffold",9814,114459,"Noturus placidus","2022-02-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022414735.1/GCA_022414735.1_MU_Nplac_3.0_genomic.fna"
"277","GCA_022577435.1","Scaffold",6500778,15510158,"Embiotoca jacksoni","2022-03-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022577435.1/GCA_022577435.1_fEmbJac1.0.p_genomic.fna"
"278","GCA_022702415.1","Chromosome",2769000,115311279,"Ilyophis sp. JC_2022_1","2022-03-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022702415.1/GCA_022702415.1_ASM2270241v1_genomic.fna"
"279","GCA_022702515.1","Chromosome",3455548,121130272,"Ilyophis sp. 1 JC-2022","2022-03-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022702515.1/GCA_022702515.1_ASM2270251v1_genomic.fna"
"280","GCA_022702525.1","Chromosome",2769000,115311279,"Ilyophis sp. 2 JC-2022","2022-03-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022702525.1/GCA_022702525.1_ASM2270252v1_genomic.fna"
"876","GCA_022749685.1","Scaffold",31948211,32091781,"Semicossyphus pulcher","2022-03-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022749685.1/GCA_022749685.1_fSemPul1.0.p_genomic.fna"
"687","GCA_022758105.1","Chromosome",40537,25954102,"Pangasianodon gigas","2022-03-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022758105.1/GCA_022758105.1_PGIGA_1.1_genomic.fna"
"281","GCA_022817975.1","Chromosome",21629,10827232,"Hypophthalmichthys molitrix","2022-04-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022817975.1/GCA_022817975.1_1.0_genomic.fna"
"1022","GCA_022828995.1","Chromosome",7031647,40102238,"Vimba vimba","2022-04-08","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022828995.1/GCA_022828995.1_ASM2282899v1_genomic.fna"
"877","GCA_022829025.1","Chromosome",15051122,39496901,"Squalius cephalus","2022-04-08","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022829025.1/GCA_022829025.1_ASM2282902v1_genomic.fna"
"98","GCA_022829085.1","Chromosome",10167936,42463096,"Abramis brama","2022-04-08","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022829085.1/GCA_022829085.1_ASM2282908v1_genomic.fna"
"99","GCA_022829145.1","Chromosome",17514905,39075509,"Albula goreensis","2022-04-08","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022829145.1/GCA_022829145.1_AGOR_1.0_genomic.fna"
"514","GCA_022956915.1","Scaffold",2203,2221,"Neoarius graeffei","2022-04-13","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022956915.1/GCA_022956915.1_ASM2295691v1_genomic.fna"
"688","GCA_022985145.1","Chromosome",28811,24952887,"Pangasius djambal","2022-04-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_022985145.1/GCA_022985145.1_PDJA_genomic.fna"
"282","GCA_023029165.1","Chromosome",11968494,42384560,"Gobiocypris rarus","2022-04-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023029165.1/GCA_023029165.1_ASM2302916v1_genomic.fna"
"100","GCA_023055335.1","Scaffold",9145431,21001540,"Clinocottus analis","2022-04-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023055335.1/GCA_023055335.1_fCliAna1.0.p_genomic.fna"
"101","GCA_023065575.1","Scaffold",1291,3082,"Clarias fuscus","2022-04-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023065575.1/GCA_023065575.1_ASM2306557v1_genomic.fna"
"102","GCA_023101725.1","Scaffold",422115,422115,"Atherinomorus stipes","2022-04-25","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023101725.1/GCA_023101725.1_atherinomorus_stipes_v1_genomic.fna"
"689","GCA_023238725.1","Chromosome",4248160,28580765,"Scortum barcoo","2022-05-12","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023238725.1/GCA_023238725.1_ASM2323872v1_genomic.fna"
"103","GCA_023349555.1","Scaffold",1006396,16359613,"Cebidichthys violaceus","2022-05-12","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023349555.1/GCA_023349555.1_fCebVio1.0.p_genomic.fna"
"515","GCA_023373845.1","Chromosome",9638600,26221791,"Nibea coibor","2022-05-16","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023373845.1/GCA_023373845.1_ASM2337384v1_genomic.fna"
"283","GCA_023375685.2","Chromosome",16772172,30432001,"Ictalurus furcatus","2022-06-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023375685.2/GCA_023375685.2_Billie_1.0_genomic.fna"
"104","GCA_023376895.1","Chromosome",611818,42708391,"Aspiorhynchus laticeps","2022-05-17","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023376895.1/GCA_023376895.1_ASM2337689v1_genomic.fna"
"690","GCA_023558415.1","Scaffold",3086,11647,"Piaractus mesopotamicus","2022-05-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023558415.1/GCA_023558415.1_UNR_Pmes_1.0_genomic.fna"
"1023","GCA_023566125.1","Chromosome",10133874,37573842,"Zingel zingel","2022-05-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023566125.1/GCA_023566125.1_ASM2356612v1_genomic.fna"
"691","GCA_023566225.1","Chromosome",12526464,55298942,"Romanogobio albipinnatus","2022-05-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023566225.1/GCA_023566225.1_ASM2356622v1_genomic.fna"
"105","GCA_023566465.1","Chromosome",10505243,28016991,"Cottus gobio","2022-05-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023566465.1/GCA_023566465.1_ASM2356646v1_genomic.fna"
"106","GCA_023630585.1","Chromosome",19474971,22156985,"Cranoglanis bouderius","2022-06-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023630585.1/GCA_023630585.1_ASM2363058v1_genomic.fna"
"284","GCA_023631565.1","Chromosome",10943015,38241521,"Gymnocephalus cernua","2022-06-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023631565.1/GCA_023631565.1_fGymCer.pri_genomic.fna"
"878","GCA_023634145.1","Chromosome",2277286,36425599,"Thymallus thymallus","2022-06-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023634145.1/GCA_023634145.1_fThyThy.pri.20220222_genomic.fna"
"879","GCA_023658055.1","Chromosome",928839,17687494,"Thaleichthys pacificus","2022-06-07","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023658055.1/GCA_023658055.1_Tpac_2.0_genomic.fna"
"516","GCA_023718395.1","Chromosome",6550053,47578067,"Leucaspius delineatus","2022-06-22","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023718395.1/GCA_023718395.1_ASM2371839v1_genomic.fna"
"692","GCA_023969325.1","Chromosome",1405576,34747934,"Oryzias curvinotus","2022-06-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023969325.1/GCA_023969325.1_ASM2396932v1_genomic.fna"
"107","GCA_023974075.1","Chromosome",1500626,33456537,"Chaenocephalus aceratus","2022-06-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_023974075.1/GCA_023974075.1_KU_Ca_2.0_genomic.fna"
"693","GCA_024036415.1","Contig",348313,NA,"Prochilodus magdalenae","2022-06-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024036415.1/GCA_024036415.1_ASM2403641v1_genomic.fna"
"285","GCA_024082105.1","Scaffold",4404018,43543958,"Gymnocypris eckloni","2022-06-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024082105.1/GCA_024082105.1_ASM2408210v1_genomic.fna"
"880","GCA_024217435.4","Chromosome",15551623,17337441,"Syngnathus scovelli","2022-10-17","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024217435.4/GCA_024217435.4_RoL_Ssco_1.2_genomic.fna"
"108","GCA_024256435.1","Chromosome",32098287,34021760,"Clarias gariepinus","2022-07-13","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024256435.1/GCA_024256435.1_CGAR_Hap1_genomic.fna"
"881","GCA_024331685.1","Scaffold",4340,18713203,"Stegophilus panzeri","2022-07-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024331685.1/GCA_024331685.1_ASM2433168v1_genomic.fna"
"517","GCA_024349245.1","Contig",1344149,NA,"Neodontobutis hainanensis","2022-07-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024349245.1/GCA_024349245.1_ASM2434924v1_genomic.fna"
"882","GCA_024362625.1","Scaffold",59217,5109875,"Silurus asotus","2022-06-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024362625.1/GCA_024362625.1_ASM2436262v1_genomic.fna"
"518","GCA_024363135.1","Scaffold",2756,8169911,"Leptodoras oyakawai","2022-07-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024363135.1/GCA_024363135.1_ASM2436313v1_genomic.fna"
"519","GCA_024372805.1","Scaffold",100922,2754015,"Oostethus manadensis","2022-07-22","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024372805.1/GCA_024372805.1_ASM2437280v1_genomic.fna"
"694","GCA_024416835.1","Chromosome",2962197,29556609,"Perccottus glenii","2022-07-27","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024416835.1/GCA_024416835.1_ASM2441683v1_genomic.fna"
"695","GCA_024447675.2","Contig",96802,NA,"Pterophyllum scalare","2022-10-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024447675.2/GCA_024447675.2_IM_AGF_Complete_genomic.fna"
"696","GCA_024453875.1","Chromosome",5525349,43047924,"Scardinius erythrophthalmus","2022-07-27","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024453875.1/GCA_024453875.1_ASM2445387v1_genomic.fna"
"109","GCA_024489055.1","Chromosome",23286394,42399299,"Chanodichthys erythropterus","2022-07-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024489055.1/GCA_024489055.1_ASM2448905v1_genomic.fna"
"697","GCA_024500275.1","Chromosome",16851628,30018624,"Phycodurus eques","2022-08-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024500275.1/GCA_024500275.1_UOR_Pequ_1.1_genomic.fna"
"520","GCA_024529925.1","Contig",1004506,NA,"Ophthalmolycus amberensis","2022-08-04","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_024529925.1/GCA_024529925.1_ASM2452992v1_genomic.fna"
